deviceName,time[sec],objectID,ioTaskID,taskPriority,taskDeadline
device30,3061.0,AI108,2981,0,40
device54,3062.0,AL111,2982,2,21
device12,3063.0,BT145,2983,4,37
device82,3064.0,BO140,2984,1,-1
device97,3065.0,DG184,2985,0,23
device49,3066.0,BJ135,2986,4,13
device74,3067.0,CR169,2987,4,36
device9,3068.0,BI134,2988,2,-1
device26,3069.0,AE104,2989,5,25
device26,3070.0,AX123,2990,3,15
device76,3071.0,DU198,2991,3,35
device75,3072.0,AP115,2992,4,-1
device21,3073.0,BW148,2993,3,23
device90,3074.0,BA126,2994,5,7
device2,3075.0,CH159,2995,1,27
device56,3076.0,DA178,2996,0,-1
device3,3077.0,CE156,2997,3,16
device55,3078.0,CE156,2998,5,11
device70,3079.0,BU146,2999,1,10
device18,3080.0,AB101,3000,2,-1
device95,3081.0,CV173,3001,2,22
device16,3082.0,CA152,3002,3,26
device82,3083.0,AI108,3003,4,27
device65,3084.0,AK110,3004,4,-1
device56,3085.0,CU172,3005,2,31
device48,3086.0,BQ142,3006,0,13
device66,3087.0,CU172,3007,4,6
device50,3088.0,DN191,3008,0,-1
device18,3089.0,CL163,3009,2,28
device95,3090.0,AY124,3010,4,27
device75,3091.0,BX149,3011,5,24
device13,3092.0,AH107,3012,0,-1
device47,3093.0,DE182,3013,1,13
device2,3094.0,DF183,3014,4,7
device2,3095.0,CU172,3015,0,13
device70,3096.0,DP193,3016,4,-1
device27,3097.0,AB101,3017,5,11
device34,3098.0,BL137,3018,0,0
device70,3099.0,CS170,3019,3,36
device92,3100.0,AL111,3020,3,-1
device64,3101.0,CJ161,3021,3,5
device90,3102.0,DN191,3022,0,39
device85,3103.0,BV147,3023,5,29
device1,3104.0,CV173,3024,3,-1
device90,3105.0,DB179,3025,1,23
device5,3106.0,CI160,3026,1,12
device39,3107.0,CR169,3027,0,17
device71,3108.0,BH133,3028,4,-1
device41,3109.0,AY124,3029,4,30
device52,3110.0,DJ187,3030,4,35
device70,3111.0,DE182,3031,3,19
device64,3112.0,AB101,3032,5,-1
device68,3113.0,DG184,3033,1,18
device83,3114.0,CB153,3034,2,0
device39,3115.0,BA126,3035,5,35
device47,3116.0,BJ135,3036,3,-1
device14,3117.0,AR117,3037,0,32
device18,3118.0,AK110,3038,5,40
device83,3119.0,CJ161,3039,5,33
device65,3120.0,CS170,3040,2,-1
device5,3121.0,AR117,3041,5,15
device71,3122.0,CJ161,3042,0,20
device32,3123.0,CT171,3043,1,20
device22,3124.0,CY176,3044,1,-1
device45,3125.0,AR117,3045,5,14
device32,3126.0,BC128,3046,4,25
device82,3127.0,BM138,3047,0,26
device43,3128.0,DR195,3048,4,-1
device89,3129.0,BX149,3049,2,17
device14,3130.0,BP141,3050,5,35
device48,3131.0,BU146,3051,5,31
device86,3132.0,AH107,3052,1,-1
device66,3133.0,BO140,3053,0,0
device89,3134.0,DN191,3054,0,23
device22,3135.0,BI134,3055,1,2
device65,3136.0,DS196,3056,3,-1
device40,3137.0,BY150,3057,5,33
device57,3138.0,DI186,3058,3,23
device75,3139.0,AS118,3059,5,15
device69,3140.0,AA100,3060,2,-1
device30,3141.0,BB127,3061,2,16
device14,3142.0,DV199,3062,4,22
device21,3143.0,DH185,3063,2,14
device1,3144.0,DQ194,3064,3,-1
device89,3145.0,DO192,3065,2,38
device21,3146.0,DF183,3066,5,36
device0,3147.0,CX175,3067,5,10
device7,3148.0,BT145,3068,0,-1
device13,3149.0,AI108,3069,3,4
device93,3150.0,DG184,3070,1,5
device30,3151.0,CH159,3071,0,23
device66,3152.0,CD155,3072,0,-1
device45,3153.0,AH107,3073,5,12
device56,3154.0,AR117,3074,1,16
device12,3155.0,AF105,3075,1,9
device69,3156.0,DH185,3076,3,-1
device22,3157.0,BI134,3077,2,24
device37,3158.0,BZ151,3078,4,8
device84,3159.0,DN191,3079,3,1
device4,3160.0,CU172,3080,5,-1
device90,3161.0,CF157,3081,1,2
device63,3162.0,AH107,3082,2,2
device36,3163.0,AS118,3083,3,10
device6,3164.0,DU198,3084,1,-1
device40,3165.0,BK136,3085,0,21
device72,3166.0,CR169,3086,0,18
device53,3167.0,AH107,3087,1,26
device14,3168.0,BC128,3088,2,-1
device84,3169.0,AP115,3089,5,4
device47,3170.0,BL137,3090,1,27
device30,3171.0,AS118,3091,4,14
device53,3172.0,CC154,3092,1,-1
device36,3173.0,CU172,3093,1,36
device28,3174.0,AV121,3094,0,3
device48,3175.0,BE130,3095,5,1
device89,3176.0,DD181,3096,3,-1
device8,3177.0,BN139,3097,3,9
device4,3178.0,AX123,3098,4,27
device5,3179.0,BJ135,3099,4,38
device47,3180.0,CJ161,3100,4,-1
device81,3181.0,AF105,3101,5,0
device8,3182.0,CI160,3102,3,2
device75,3183.0,AX123,3103,4,2
device87,3184.0,AS118,3104,4,-1
device90,3185.0,CT171,3105,5,21
device6,3186.0,BR143,3106,0,14
device40,3187.0,AL111,3107,0,28
device35,3188.0,BJ135,3108,0,-1
device11,3189.0,DR195,3109,0,5
device54,3190.0,AR117,3110,0,2
device54,3191.0,DF183,3111,2,33
device69,3192.0,DT197,3112,0,-1
device14,3193.0,AV121,3113,3,5
device19,3194.0,DB179,3114,1,40
device47,3195.0,BJ135,3115,1,3
device6,3196.0,AH107,3116,2,-1
device49,3197.0,CX175,3117,3,15
device85,3198.0,AD103,3118,1,18
device19,3199.0,CX175,3119,1,28
device85,3200.0,BG132,3120,2,-1
device79,3201.0,AA100,3121,3,12
device53,3202.0,CN165,3122,1,36
device25,3203.0,BQ142,3123,3,29
device78,3204.0,CD155,3124,1,-1
device35,3205.0,CF157,3125,0,7
device56,3206.0,BT145,3126,0,21
device44,3207.0,BL137,3127,0,40
device34,3208.0,DF183,3128,5,-1
device42,3209.0,CX175,3129,5,25
device16,3210.0,BO140,3130,2,22
device18,3211.0,BB127,3131,5,36
device64,3212.0,DU198,3132,0,-1
device70,3213.0,AV121,3133,5,1
device81,3214.0,CQ168,3134,3,12
device15,3215.0,DM190,3135,4,6
device15,3216.0,DR195,3136,2,-1
device85,3217.0,DN191,3137,4,16
device95,3218.0,DD181,3138,5,29
device62,3219.0,CU172,3139,0,30
device44,3220.0,CL163,3140,2,-1
device37,3221.0,BO140,3141,3,24
device89,3222.0,CY176,3142,1,32
device52,3223.0,AF105,3143,5,37
device50,3224.0,BC128,3144,4,-1
device31,3225.0,BP141,3145,0,24
device33,3226.0,CZ177,3146,4,38
device5,3227.0,DI186,3147,5,9
device86,3228.0,DA178,3148,4,-1
device34,3229.0,BL137,3149,3,24
device87,3230.0,BH133,3150,2,31
device53,3231.0,DE182,3151,0,6
device71,3232.0,AI108,3152,1,-1
device48,3233.0,DE182,3153,2,38
device26,3234.0,DL189,3154,0,20
device49,3235.0,AG106,3155,4,21
device74,3236.0,BE130,3156,3,-1
device81,3237.0,CH159,3157,1,6
device86,3238.0,DP193,3158,3,35
device78,3239.0,CH159,3159,1,37
device10,3240.0,CZ177,3160,2,-1
device63,3241.0,BV147,3161,1,39
device82,3242.0,CZ177,3162,2,19
device54,3243.0,CD155,3163,5,38
device48,3244.0,CZ177,3164,5,-1
device78,3245.0,AK110,3165,4,3
device66,3246.0,AX123,3166,5,26
device16,3247.0,BO140,3167,4,34
device74,3248.0,AK110,3168,4,-1
device97,3249.0,CU172,3169,4,32
device35,3250.0,AN113,3170,1,3
device45,3251.0,BK136,3171,1,3
device62,3252.0,CI160,3172,2,-1
device29,3253.0,BU146,3173,0,27
device36,3254.0,CY176,3174,5,0
device51,3255.0,BX149,3175,0,38
device16,3256.0,CH159,3176,1,-1
device97,3257.0,AE104,3177,1,12
device44,3258.0,CD155,3178,2,0
device17,3259.0,DM190,3179,5,25
device63,3260.0,BZ151,3180,2,-1
device1,3261.0,BK136,3181,5,31
device77,3262.0,AT119,3182,3,23
device73,3263.0,CX175,3183,0,13
device93,3264.0,BM138,3184,5,-1
device21,3265.0,AV121,3185,0,32
device62,3266.0,BN139,3186,5,20
device54,3267.0,AH107,3187,1,18
device58,3268.0,AP115,3188,5,-1
device10,3269.0,AZ125,3189,2,37
device38,3270.0,BR143,3190,5,36
device20,3271.0,CE156,3191,4,10
device67,3272.0,DR195,3192,0,-1
device9,3273.0,DE182,3193,3,7
device84,3274.0,DV199,3194,5,27
device82,3275.0,CX175,3195,3,23
device74,3276.0,BO140,3196,2,-1
device16,3277.0,CZ177,3197,1,30
device71,3278.0,DD181,3198,5,34
device12,3279.0,CH159,3199,4,0
device93,3280.0,AR117,3200,2,-1
device30,3281.0,DB179,3201,5,36
device61,3282.0,AW122,3202,1,23
device75,3283.0,DP193,3203,5,13
device53,3284.0,CG158,3204,2,-1
device83,3285.0,AR117,3205,0,12
device66,3286.0,DM190,3206,4,4
device22,3287.0,AK110,3207,2,20
device46,3288.0,AF105,3208,2,-1
device43,3289.0,AO114,3209,1,28
device78,3290.0,AY124,3210,3,2
device2,3291.0,DJ187,3211,0,2
device37,3292.0,CU172,3212,0,-1
device96,3293.0,BS144,3213,2,17
device40,3294.0,BP141,3214,1,37
device1,3295.0,AT119,3215,0,23
device64,3296.0,DF183,3216,2,-1
device89,3297.0,DI186,3217,3,11
device98,3298.0,CN165,3218,1,32
device48,3299.0,BL137,3219,1,22
device27,3300.0,AT119,3220,5,-1
device80,3301.0,CV173,3221,2,7
device12,3302.0,BE130,3222,4,29
device66,3303.0,DR195,3223,0,2
device92,3304.0,CE156,3224,3,-1
device85,3305.0,CP167,3225,4,25
device85,3306.0,DI186,3226,4,40
device43,3307.0,DF183,3227,2,1
device39,3308.0,CO166,3228,2,-1
device40,3309.0,CI160,3229,1,39
device3,3310.0,BF131,3230,4,7
device46,3311.0,BN139,3231,5,37
device42,3312.0,DF183,3232,5,-1
device24,3313.0,BR143,3233,0,2
device33,3314.0,AQ116,3234,0,38
device16,3315.0,BT145,3235,1,15
device50,3316.0,BM138,3236,2,-1
device88,3317.0,CY176,3237,1,36
device61,3318.0,DC180,3238,0,8
device60,3319.0,DF183,3239,5,10
device82,3320.0,AU120,3240,2,-1
device95,3321.0,AE104,3241,5,26
device49,3322.0,BA126,3242,2,21
device74,3323.0,CH159,3243,4,39
device31,3324.0,DV199,3244,3,-1
device86,3325.0,CP167,3245,1,32
device82,3326.0,AZ125,3246,1,13
device18,3327.0,CL163,3247,1,3
device73,3328.0,DU198,3248,5,-1
device75,3329.0,DF183,3249,1,24
device94,3330.0,DO192,3250,1,9
device16,3331.0,CE156,3251,4,27
device5,3332.0,DG184,3252,3,-1
device86,3333.0,BR143,3253,3,23
device31,3334.0,DD181,3254,2,36
device50,3335.0,BI134,3255,5,10
device38,3336.0,AZ125,3256,0,-1
device6,3337.0,BN139,3257,1,7
device35,3338.0,CH159,3258,4,15
device4,3339.0,DQ194,3259,2,28
device43,3340.0,CN165,3260,2,-1
device3,3341.0,DS196,3261,1,7
device63,3342.0,BA126,3262,1,29
device65,3343.0,AZ125,3263,4,5
device52,3344.0,DU198,3264,0,-1
device88,3345.0,BU146,3265,0,37
device48,3346.0,BB127,3266,2,19
device14,3347.0,DF183,3267,4,3
device88,3348.0,BB127,3268,4,-1
device40,3349.0,DH185,3269,1,29
device51,3350.0,AZ125,3270,1,18
device36,3351.0,AH107,3271,3,40
device78,3352.0,BH133,3272,5,-1
device53,3353.0,AG106,3273,2,34
device46,3354.0,DJ187,3274,2,12
device83,3355.0,DI186,3275,2,29
device83,3356.0,BC128,3276,0,-1
device59,3357.0,AT119,3277,1,40
device81,3358.0,CK162,3278,2,21
device0,3359.0,CU172,3279,2,6
device84,3360.0,DQ194,3280,4,-1
device35,3361.0,CX175,3281,1,28
device17,3362.0,DT197,3282,3,24
device87,3363.0,AP115,3283,0,16
device47,3364.0,BN139,3284,1,-1
device97,3365.0,BR143,3285,4,22
device23,3366.0,BL137,3286,0,2
device93,3367.0,AX123,3287,2,9
device55,3368.0,AL111,3288,0,-1
device94,3369.0,BU146,3289,2,29
device74,3370.0,AP115,3290,2,14
device11,3371.0,BP141,3291,3,23
device65,3372.0,DL189,3292,1,-1
device41,3373.0,BP141,3293,5,0
device69,3374.0,DB179,3294,4,14
device93,3375.0,CX175,3295,1,36
device45,3376.0,CK162,3296,1,-1
device0,3377.0,AW122,3297,1,17
device79,3378.0,AS118,3298,5,31
device30,3379.0,AX123,3299,5,35
device13,3380.0,DF183,3300,2,-1
device7,3381.0,DD181,3301,2,34
device75,3382.0,DC180,3302,0,32
device45,3383.0,CC154,3303,5,7
device0,3384.0,BH133,3304,2,-1
device55,3385.0,AH107,3305,2,37
device89,3386.0,BL137,3306,5,34
device74,3387.0,DE182,3307,4,1
device61,3388.0,DP193,3308,5,-1
device84,3389.0,AJ109,3309,1,32
device5,3390.0,BX149,3310,0,14
device83,3391.0,DT197,3311,4,33
device59,3392.0,BO140,3312,0,-1
device84,3393.0,BH133,3313,0,32
device77,3394.0,AW122,3314,1,25
device37,3395.0,BP141,3315,2,32
device77,3396.0,CD155,3316,3,-1
device91,3397.0,AO114,3317,3,13
device66,3398.0,AN113,3318,5,4
device25,3399.0,AY124,3319,5,38
device95,3400.0,DD181,3320,0,-1
device94,3401.0,DK188,3321,0,40
device71,3402.0,BC128,3322,1,36
device83,3403.0,CU172,3323,1,28
device78,3404.0,DR195,3324,5,-1
device54,3405.0,BQ142,3325,0,29
device81,3406.0,CD155,3326,5,2
device18,3407.0,DI186,3327,4,2
device46,3408.0,AI108,3328,2,-1
device11,3409.0,BI134,3329,2,32
device56,3410.0,AA100,3330,2,25
device43,3411.0,BT145,3331,4,35
device38,3412.0,BT145,3332,0,-1
device37,3413.0,BQ142,3333,4,23
device2,3414.0,BJ135,3334,1,20
device91,3415.0,DC180,3335,2,11
device21,3416.0,CG158,3336,3,-1
device42,3417.0,BU146,3337,3,9
device68,3418.0,CW174,3338,3,36
device62,3419.0,BR143,3339,1,3
device0,3420.0,BS144,3340,0,-1
device2,3421.0,AZ125,3341,1,21
device85,3422.0,AC102,3342,0,27
device36,3423.0,DK188,3343,0,19
device38,3424.0,DH185,3344,2,-1
device46,3425.0,AB101,3345,2,10
device80,3426.0,BB127,3346,2,16
device41,3427.0,CR169,3347,5,35
device83,3428.0,BI134,3348,0,-1
device80,3429.0,AN113,3349,1,17
device20,3430.0,DN191,3350,0,28
device14,3431.0,BX149,3351,2,14
device24,3432.0,BV147,3352,0,-1
device44,3433.0,CW174,3353,3,31
device67,3434.0,DI186,3354,4,32
device34,3435.0,AU120,3355,2,11
device49,3436.0,CN165,3356,2,-1
device54,3437.0,AE104,3357,4,37
device77,3438.0,AV121,3358,0,21
device71,3439.0,DU198,3359,5,6
device52,3440.0,BN139,3360,5,-1
device49,3441.0,CQ168,3361,4,31
device9,3442.0,CR169,3362,2,2
device51,3443.0,CA152,3363,5,31
device48,3444.0,CN165,3364,1,-1
device91,3445.0,CC154,3365,3,12
device39,3446.0,CC154,3366,0,14
device61,3447.0,DP193,3367,0,23
device27,3448.0,CN165,3368,3,-1
device70,3449.0,DS196,3369,4,8
device7,3450.0,DR195,3370,5,1
device77,3451.0,DF183,3371,2,1
device42,3452.0,BF131,3372,2,-1
device6,3453.0,BP141,3373,5,26
device80,3454.0,BB127,3374,0,31
device34,3455.0,BP141,3375,0,27
device91,3456.0,CC154,3376,4,-1
device72,3457.0,BV147,3377,3,25
device17,3458.0,AP115,3378,4,29
device1,3459.0,BK136,3379,3,21
device91,3460.0,DG184,3380,4,-1
device81,3461.0,CB153,3381,2,36
device26,3462.0,DH185,3382,5,19
device86,3463.0,DK188,3383,0,6
device93,3464.0,CK162,3384,4,-1
device23,3465.0,AJ109,3385,3,3
device91,3466.0,BH133,3386,3,19
device27,3467.0,DO192,3387,5,29
device85,3468.0,BB127,3388,0,-1
device33,3469.0,AZ125,3389,2,39
device78,3470.0,AB101,3390,4,21
device82,3471.0,AT119,3391,3,35
device94,3472.0,BU146,3392,0,-1
device98,3473.0,BB127,3393,2,36
device22,3474.0,DR195,3394,4,20
device49,3475.0,BJ135,3395,5,20
device30,3476.0,CO166,3396,5,-1
device22,3477.0,DD181,3397,3,23
device58,3478.0,DU198,3398,2,29
device30,3479.0,BV147,3399,5,17
device13,3480.0,DL189,3400,1,-1
device83,3481.0,DG184,3401,1,38
device71,3482.0,CP167,3402,3,9
device24,3483.0,BU146,3403,2,24
device49,3484.0,CO166,3404,0,-1
device63,3485.0,BK136,3405,5,32
device44,3486.0,CB153,3406,0,15
device11,3487.0,BN139,3407,5,7
device23,3488.0,AV121,3408,5,-1
device56,3489.0,BV147,3409,1,35
device49,3490.0,AO114,3410,5,37
device97,3491.0,AV121,3411,3,5
device96,3492.0,CO166,3412,1,-1
device23,3493.0,CB153,3413,0,5
device3,3494.0,CB153,3414,3,27
device62,3495.0,CN165,3415,0,40
device10,3496.0,CW174,3416,2,-1
device2,3497.0,AW122,3417,5,34
device45,3498.0,DF183,3418,0,11
device20,3499.0,DA178,3419,2,33
device39,3500.0,AG106,3420,3,-1
device68,3501.0,CV173,3421,1,19
device63,3502.0,DM190,3422,3,0
device64,3503.0,CD155,3423,1,24
device98,3504.0,CN165,3424,4,-1
device39,3505.0,DS196,3425,2,13
device15,3506.0,CN165,3426,4,17
device1,3507.0,CE156,3427,0,2
device98,3508.0,CP167,3428,4,-1
device12,3509.0,BV147,3429,2,6
device34,3510.0,BR143,3430,3,12
device41,3511.0,BI134,3431,4,14
device2,3512.0,DE182,3432,3,-1
device53,3513.0,BV147,3433,0,11
device67,3514.0,CH159,3434,3,24
device79,3515.0,AB101,3435,3,5
device45,3516.0,BJ135,3436,1,-1
device11,3517.0,CN165,3437,2,5
device86,3518.0,DD181,3438,0,23
device62,3519.0,AO114,3439,4,12
device88,3520.0,BB127,3440,3,-1
device80,3521.0,BG132,3441,0,20
device11,3522.0,CJ161,3442,5,0
device76,3523.0,BP141,3443,4,3
device28,3524.0,CX175,3444,1,-1
device30,3525.0,AS118,3445,4,25
device1,3526.0,AI108,3446,3,26
device65,3527.0,BJ135,3447,2,3
device33,3528.0,CU172,3448,2,-1
device96,3529.0,DJ187,3449,0,28
device64,3530.0,CX175,3450,3,30
device17,3531.0,CG158,3451,3,36
device37,3532.0,AQ116,3452,1,-1
device41,3533.0,DK188,3453,1,23
device57,3534.0,AE104,3454,3,26
device38,3535.0,AO114,3455,4,26
device88,3536.0,BK136,3456,3,-1
device15,3537.0,AK110,3457,3,38
device73,3538.0,BY150,3458,2,16
device33,3539.0,AX123,3459,0,10
device70,3540.0,CW174,3460,1,-1
device48,3541.0,BP141,3461,0,0
device6,3542.0,BE130,3462,5,27
device56,3543.0,AI108,3463,1,12
device47,3544.0,CH159,3464,4,-1
device76,3545.0,BK136,3465,3,26
device7,3546.0,DA178,3466,3,30
device12,3547.0,AG106,3467,2,36
device98,3548.0,CG158,3468,3,-1
device57,3549.0,BM138,3469,5,10
device57,3550.0,AA100,3470,3,35
device54,3551.0,CA152,3471,5,0
device19,3552.0,AC102,3472,2,-1
device80,3553.0,BL137,3473,1,2
device88,3554.0,AT119,3474,4,38
device79,3555.0,AV121,3475,0,40
device54,3556.0,AW122,3476,3,-1
device6,3557.0,CR169,3477,5,7
device11,3558.0,DE182,3478,2,38
device50,3559.0,CG158,3479,0,32
device4,3560.0,DC180,3480,2,-1
device35,3561.0,AV121,3481,0,32
device42,3562.0,DR195,3482,3,21
device32,3563.0,DN191,3483,1,6
device31,3564.0,CB153,3484,3,-1
device61,3565.0,CR169,3485,2,16
device27,3566.0,AR117,3486,2,26
device12,3567.0,AK110,3487,0,37
device53,3568.0,BT145,3488,0,-1
device62,3569.0,CS170,3489,4,38
device91,3570.0,DS196,3490,1,29
device91,3571.0,BQ142,3491,2,37
device76,3572.0,DV199,3492,5,-1
device94,3573.0,BI134,3493,5,19
device6,3574.0,AC102,3494,1,1
device64,3575.0,CR169,3495,0,27
device55,3576.0,AO114,3496,1,-1
device55,3577.0,BZ151,3497,1,5
device57,3578.0,AB101,3498,5,13
device58,3579.0,CI160,3499,0,19
device16,3580.0,AS118,3500,2,-1
device38,3581.0,AP115,3501,4,19
device90,3582.0,CX175,3502,0,28
device20,3583.0,BQ142,3503,1,9
device75,3584.0,AH107,3504,0,-1
device93,3585.0,AM112,3505,0,7
device97,3586.0,AX123,3506,2,25
device7,3587.0,DM190,3507,1,35
device31,3588.0,BK136,3508,0,-1
device70,3589.0,AJ109,3509,3,17
device46,3590.0,AZ125,3510,5,12
device44,3591.0,BN139,3511,1,9
device89,3592.0,DH185,3512,2,-1
device0,3593.0,BK136,3513,1,4
device77,3594.0,DC180,3514,1,11
device30,3595.0,AS118,3515,2,27
device98,3596.0,AN113,3516,3,-1
device16,3597.0,CQ168,3517,4,33
device76,3598.0,AQ116,3518,2,24
device89,3599.0,DE182,3519,0,28
device12,3600.0,DG184,3520,5,-1
device21,3601.0,BW148,3521,3,9
device50,3602.0,DI186,3522,5,10
device0,3603.0,DO192,3523,2,22
device31,3604.0,BK136,3524,1,-1
device90,3605.0,CH159,3525,5,20
device27,3606.0,AS118,3526,1,34
device23,3607.0,DL189,3527,3,35
device76,3608.0,BL137,3528,3,-1
device37,3609.0,DB179,3529,3,10
device6,3610.0,AP115,3530,0,32
device76,3611.0,CU172,3531,3,33
device63,3612.0,BQ142,3532,1,-1
device51,3613.0,CG158,3533,1,33
device60,3614.0,BV147,3534,3,27
device95,3615.0,CA152,3535,3,7
device14,3616.0,CU172,3536,0,-1
device74,3617.0,AW122,3537,4,23
device88,3618.0,CT171,3538,2,8
device60,3619.0,BE130,3539,5,11
device9,3620.0,AD103,3540,1,-1
device78,3621.0,AG106,3541,1,21
device27,3622.0,DN191,3542,2,40
device26,3623.0,BO140,3543,2,0
device59,3624.0,CJ161,3544,3,-1
device5,3625.0,AT119,3545,4,8
device27,3626.0,AG106,3546,1,11
device7,3627.0,CI160,3547,0,15
device11,3628.0,AA100,3548,0,-1
device2,3629.0,CK162,3549,3,7
device81,3630.0,DO192,3550,0,15
device31,3631.0,CX175,3551,0,4
device54,3632.0,DG184,3552,3,-1
device72,3633.0,BX149,3553,1,32
device25,3634.0,CI160,3554,1,40
device34,3635.0,BB127,3555,0,15
device26,3636.0,AH107,3556,0,-1
device30,3637.0,CN165,3557,3,11
device72,3638.0,AL111,3558,1,38
device50,3639.0,DA178,3559,2,7
device95,3640.0,BS144,3560,1,-1
device73,3641.0,DB179,3561,3,22
device22,3642.0,DP193,3562,0,28
device68,3643.0,BE130,3563,4,7
device20,3644.0,CN165,3564,3,-1
device55,3645.0,BN139,3565,3,0
device64,3646.0,AF105,3566,2,6
device10,3647.0,DR195,3567,5,0
device83,3648.0,BA126,3568,1,-1
device72,3649.0,BI134,3569,1,39
device1,3650.0,CE156,3570,0,22
device97,3651.0,BH133,3571,2,19
device16,3652.0,BZ151,3572,3,-1
device30,3653.0,CE156,3573,2,17
device7,3654.0,CP167,3574,4,32
device2,3655.0,BF131,3575,4,33
device36,3656.0,AZ125,3576,5,-1
device52,3657.0,AO114,3577,0,18
device17,3658.0,DE182,3578,3,2
device14,3659.0,BX149,3579,0,17
device76,3660.0,DR195,3580,1,-1
device36,3661.0,DH185,3581,1,6
device81,3662.0,CH159,3582,0,7
device93,3663.0,CS170,3583,1,26
device52,3664.0,DO192,3584,2,-1
device70,3665.0,DT197,3585,0,18
device70,3666.0,BZ151,3586,5,11
device20,3667.0,BS144,3587,3,39
device34,3668.0,DC180,3588,4,-1
device43,3669.0,AD103,3589,5,27
device48,3670.0,BP141,3590,4,4
device0,3671.0,DF183,3591,4,19
device64,3672.0,CJ161,3592,3,-1
device67,3673.0,BZ151,3593,5,4
device24,3674.0,DM190,3594,0,13
device17,3675.0,AI108,3595,5,16
device67,3676.0,BS144,3596,0,-1
device79,3677.0,DB179,3597,3,18
device51,3678.0,DS196,3598,0,30
device46,3679.0,AU120,3599,5,11
device69,3680.0,BM138,3600,3,-1
device70,3681.0,DL189,3601,2,9
device0,3682.0,DE182,3602,1,9
device31,3683.0,BS144,3603,2,29
device59,3684.0,AA100,3604,5,-1
device42,3685.0,CI160,3605,3,31
device11,3686.0,AB101,3606,0,19
device12,3687.0,AE104,3607,3,29
device74,3688.0,BX149,3608,0,-1
device34,3689.0,AZ125,3609,4,10
device96,3690.0,DR195,3610,4,13
device58,3691.0,AJ109,3611,2,13
device18,3692.0,DH185,3612,0,-1
device58,3693.0,AF105,3613,0,18
device71,3694.0,AM112,3614,3,11
device30,3695.0,AR117,3615,3,18
device35,3696.0,AE104,3616,2,-1
device86,3697.0,DT197,3617,1,7
device90,3698.0,DI186,3618,2,24
device18,3699.0,BK136,3619,0,40
device45,3700.0,DL189,3620,0,-1
device72,3701.0,DQ194,3621,4,15
device52,3702.0,CX175,3622,0,37
device13,3703.0,AD103,3623,4,18
device27,3704.0,BC128,3624,4,-1
device90,3705.0,CQ168,3625,0,5
device98,3706.0,DS196,3626,0,27
device66,3707.0,AK110,3627,2,31
device14,3708.0,CH159,3628,2,-1
device83,3709.0,CP167,3629,2,8
device10,3710.0,CM164,3630,1,27
device77,3711.0,DR195,3631,3,14
device58,3712.0,AQ116,3632,4,-1
device74,3713.0,DE182,3633,5,12
device52,3714.0,CF157,3634,4,33
device30,3715.0,AN113,3635,5,18
device8,3716.0,AB101,3636,4,-1
device76,3717.0,CN165,3637,3,23
device66,3718.0,BW148,3638,0,15
device5,3719.0,AF105,3639,5,1
device76,3720.0,CC154,3640,4,-1
device69,3721.0,CJ161,3641,5,39
device46,3722.0,BJ135,3642,3,36
device65,3723.0,DI186,3643,5,19
device90,3724.0,AC102,3644,2,-1
device31,3725.0,DI186,3645,2,13
device58,3726.0,AV121,3646,4,22
device89,3727.0,AO114,3647,3,12
device97,3728.0,DR195,3648,0,-1
device47,3729.0,DT197,3649,1,0
device79,3730.0,BE130,3650,5,30
device93,3731.0,BY150,3651,5,31
device3,3732.0,CY176,3652,1,-1
device75,3733.0,CP167,3653,3,6
device27,3734.0,AT119,3654,1,17
device43,3735.0,DT197,3655,3,30
device14,3736.0,AW122,3656,4,-1
device77,3737.0,CK162,3657,5,19
device85,3738.0,BV147,3658,5,31
device72,3739.0,DS196,3659,2,8
device24,3740.0,AO114,3660,1,-1
device37,3741.0,BN139,3661,2,5
device48,3742.0,BN139,3662,5,7
device72,3743.0,AC102,3663,2,20
device72,3744.0,DO192,3664,3,-1
device48,3745.0,AK110,3665,4,15
device6,3746.0,DJ187,3666,2,12
device22,3747.0,DN191,3667,0,20
device31,3748.0,AP115,3668,0,-1
device6,3749.0,AL111,3669,1,36
device95,3750.0,CH159,3670,3,13
device79,3751.0,CH159,3671,0,24
device14,3752.0,DS196,3672,2,-1
device48,3753.0,CV173,3673,1,22
device2,3754.0,AD103,3674,2,3
device78,3755.0,DB179,3675,5,33
device85,3756.0,CU172,3676,5,-1
device18,3757.0,BB127,3677,5,40
device38,3758.0,CR169,3678,2,32
device40,3759.0,AE104,3679,2,30
device69,3760.0,CL163,3680,0,-1
device95,3761.0,DD181,3681,1,26
device71,3762.0,CM164,3682,3,11
device38,3763.0,CE156,3683,5,31
device98,3764.0,BJ135,3684,2,-1
device54,3765.0,AE104,3685,0,36
device48,3766.0,DR195,3686,0,25
device73,3767.0,BG132,3687,3,4
device65,3768.0,AP115,3688,2,-1
device25,3769.0,CN165,3689,4,28
device47,3770.0,DN191,3690,0,10
device17,3771.0,CP167,3691,5,6
device7,3772.0,AR117,3692,2,-1
device86,3773.0,AD103,3693,5,4
device21,3774.0,BJ135,3694,2,4
device0,3775.0,DV199,3695,0,20
device62,3776.0,BM138,3696,0,-1
device44,3777.0,CJ161,3697,0,18
device98,3778.0,CH159,3698,1,19
device39,3779.0,BZ151,3699,0,40
device56,3780.0,CM164,3700,0,-1
device25,3781.0,DV199,3701,4,30
